Flname,FnName,Art,Max,Unq,Len,OT,Class,ObfStat
1_1_0_constant_short_3_addop.prob3,_start,43.1203831143,4.37618793455,7,12,0,norm,norm
1_1_0_constant_short_3_addop.prob3,deregister_tm_clones,57.7995731395,5.33524868132,10,14,0,norm,norm
1_1_0_constant_short_3_addop.prob3,register_tm_clones,83.9259915948,7.50472264397,11,18,1,norm,norm
1_1_0_constant_short_3_addop.prob3,__do_global_dtors_aux,42.7050707954,8.45457148764,7,8,2,norm,norm
1_1_0_constant_short_3_addop.prob3,frame_dummy,52.870806292,8.0274309682,9,12,1,norm,norm
1_1_0_constant_short_3_addop.prob3,main,354.030628846,8.51844596613,16,157,1,norm,norm
1_1_0_constant_short_3_addop.prob3,_NONAME1,3800.46947535,40.0,26,967,19,norm,norm
1_1_0_constant_short_3_addop.prob3,megaInit,16.1487824756,6.71292734044,4,4,0,norm,norm
1_1_0_constant_short_3_addop.prob3,__libc_csu_init,122.317339912,7.17400789981,15,34,0,norm,norm
1_1_0_constant_short_3_addop.prob3,__libc_csu_fini,4.15181793146,4.15181793146,1,1,0,norm,norm
1_1_0_constant_short_3_vir.prob3,_start,43.1203831143,4.37618793455,7,12,0,norm,norm
1_1_0_constant_short_3_vir.prob3,deregister_tm_clones,57.7995731395,5.33524868132,10,14,0,norm,norm
1_1_0_constant_short_3_vir.prob3,register_tm_clones,83.9259915948,7.50472264397,11,18,1,norm,norm
1_1_0_constant_short_3_vir.prob3,__do_global_dtors_aux,42.7050707954,8.45457148764,7,8,2,norm,norm
1_1_0_constant_short_3_vir.prob3,frame_dummy,52.870806292,8.0274309682,9,12,1,norm,norm
1_1_0_constant_short_3_vir.prob3,function_1,2636.08480176,7.75613839453,29,932,1,norm,norm
1_1_0_constant_short_3_vir.prob3,megaInit,16.1487824756,6.71292734044,4,4,0,norm,norm
1_1_0_constant_short_3_vir.prob3,main,1467.64366671,6.93028463959,21,515,0,norm,norm
1_1_0_constant_short_3_vir.prob3,__libc_csu_init,122.317339912,7.17400789981,15,34,0,norm,norm
1_1_0_constant_short_3_vir.prob3,__libc_csu_fini,4.15181793146,4.15181793146,1,1,0,norm,norm
1_1_0_constant_short_3.prob3,_start,43.1203831143,4.37618793455,7,12,0,norm,norm
1_1_0_constant_short_3.prob3,deregister_tm_clones,57.7995731395,5.33524868132,10,14,0,norm,norm
1_1_0_constant_short_3.prob3,register_tm_clones,83.9259915948,7.50472264397,11,18,1,norm,norm
1_1_0_constant_short_3.prob3,__do_global_dtors_aux,42.7050707954,8.45457148764,7,8,2,norm,norm
1_1_0_constant_short_3.prob3,frame_dummy,52.870806292,8.0274309682,9,12,1,norm,norm
1_1_0_constant_short_3.prob3,function_1,1826.36559537,40.0,22,402,8,norm,norm
1_1_0_constant_short_3.prob3,main,195.065904621,9.2776238471,15,59,2,norm,norm
1_1_0_constant_short_3.prob3,__libc_csu_init,122.317339912,7.17400789981,15,34,0,norm,norm
1_1_0_constant_short_3.prob3,__libc_csu_fini,4.15181793146,4.15181793146,1,1,0,norm,norm
2_1_1_constant_char_2_vir.prob3,_start,43.1203831143,4.37618793455,7,12,0,norm,norm
2_1_1_constant_char_2_vir.prob3,deregister_tm_clones,57.7995731395,5.33524868132,10,14,0,norm,norm
2_1_1_constant_char_2_vir.prob3,register_tm_clones,83.9259915948,7.50472264397,11,18,1,norm,norm
2_1_1_constant_char_2_vir.prob3,__do_global_dtors_aux,42.7050707954,8.45457148764,7,8,2,norm,norm
2_1_1_constant_char_2_vir.prob3,frame_dummy,52.870806292,8.0274309682,9,12,1,norm,norm
2_1_1_constant_char_2_vir.prob3,main,1466.3059642,6.93028463959,21,515,0,norm,norm
2_1_1_constant_char_2_vir.prob3,function_1,2370.51058448,7.75613839453,27,834,1,norm,norm
2_1_1_constant_char_2_vir.prob3,megaInit,16.1487824756,6.71292734044,4,4,0,norm,norm
2_1_1_constant_char_2_vir.prob3,__libc_csu_init,122.317339912,7.17400789981,15,34,0,norm,norm
2_1_1_constant_char_2_vir.prob3,__libc_csu_fini,4.15181793146,4.15181793146,1,1,0,norm,norm
1_1_0_constant_short_3_enca.prob3,_start,43.1203831143,4.37618793455,7,12,0,norm,norm
1_1_0_constant_short_3_enca.prob3,deregister_tm_clones,57.7995731395,5.33524868132,10,14,0,norm,norm
1_1_0_constant_short_3_enca.prob3,register_tm_clones,83.9259915948,7.50472264397,11,18,1,norm,norm
1_1_0_constant_short_3_enca.prob3,__do_global_dtors_aux,42.7050707954,8.45457148764,7,8,2,norm,norm
1_1_0_constant_short_3_enca.prob3,frame_dummy,52.870806292,8.0274309682,9,12,1,norm,norm
1_1_0_constant_short_3_enca.prob3,function_1,21953.9278791,9.6603932222,27,4078,194,norm,norm
1_1_0_constant_short_3_enca.prob3,megaInit,16.1487824756,6.71292734044,4,4,0,norm,norm
1_1_0_constant_short_3_enca.prob3,main,501.400710282,8.70208741777,18,139,1,norm,norm
1_1_0_constant_short_3_enca.prob3,__libc_csu_init,122.317339912,7.17400789981,15,34,0,norm,norm
1_1_0_constant_short_3_enca.prob3,__libc_csu_fini,4.15181793146,4.15181793146,1,1,0,norm,norm
1_1_0_constant_short_3_flat.prob3,_start,43.1203831143,4.37618793455,7,12,0,norm,norm
1_1_0_constant_short_3_flat.prob3,deregister_tm_clones,57.7995731395,5.33524868132,10,14,0,norm,norm
1_1_0_constant_short_3_flat.prob3,register_tm_clones,83.9259915948,7.50472264397,11,18,1,norm,norm
1_1_0_constant_short_3_flat.prob3,__do_global_dtors_aux,42.7050707954,8.45457148764,7,8,2,norm,norm
1_1_0_constant_short_3_flat.prob3,frame_dummy,52.870806292,8.0274309682,9,12,1,norm,norm
1_1_0_constant_short_3_flat.prob3,megaInit,16.1487824756,6.71292734044,4,4,0,norm,norm
1_1_0_constant_short_3_flat.prob3,main,323.965790763,7.37811219938,18,109,0,norm,norm
1_1_0_constant_short_3_flat.prob3,function_1,1814.60490641,7.91883377594,25,432,5,norm,norm
1_1_0_constant_short_3_flat.prob3,__libc_csu_init,122.317339912,7.17400789981,15,34,0,norm,norm
1_1_0_constant_short_3_flat.prob3,__libc_csu_fini,4.15181793146,4.15181793146,1,1,0,norm,norm
test.prob3,_start,43.1203831143,4.37618793455,7,12,0,norm,norm
test.prob3,deregister_tm_clones,57.7995731395,5.33524868132,10,14,0,norm,norm
test.prob3,register_tm_clones,83.9259915948,7.50472264397,11,18,1,norm,norm
test.prob3,__do_global_dtors_aux,42.7050707954,8.45457148764,7,8,2,norm,norm
test.prob3,frame_dummy,52.870806292,8.0274309682,9,12,1,norm,norm
test.prob3,succeeded,20.8443534477,6.0573137295,5,6,0,norm,norm
test.prob3,failed,20.8443534477,6.0573137295,5,6,0,norm,norm
test.prob3,main,167.482742675,4.59055392957,10,72,0,norm,norm
test.prob3,__libc_csu_init,122.317339912,7.17400789981,15,34,0,norm,norm
test.prob3,__libc_csu_fini,4.15181793146,4.15181793146,1,1,0,norm,norm
chklic_891022408_encl.prob3,_start,43.1203831143,4.37618793455,7,12,0,norm,norm
chklic_891022408_encl.prob3,deregister_tm_clones,57.7995731395,5.33524868132,10,14,0,norm,norm
chklic_891022408_encl.prob3,register_tm_clones,83.9259915948,7.50472264397,11,18,1,norm,norm
chklic_891022408_encl.prob3,__do_global_dtors_aux,42.7050707954,8.45457148764,7,8,2,norm,norm
chklic_891022408_encl.prob3,frame_dummy,52.870806292,8.0274309682,9,12,1,norm,norm
chklic_891022408_encl.prob3,megaInit,43.5894560353,6.11676071692,5,10,0,norm,norm
chklic_891022408_encl.prob3,checklicense,125.128740259,5.29465271956,11,51,0,norm,norm
chklic_891022408_encl.prob3,_1_stringEncoder,1965.60614226,8.1755716809,12,558,1,norm,norm
chklic_891022408_encl.prob3,ACTIVATION_CODE_i$nit,16.0986060525,3.55159191602,4,5,0,norm,norm
chklic_891022408_encl.prob3,renewlicense,32.4108799632,6.28110523908,6,11,0,norm,norm
