.text,00400EE3,sub_400ED0,N,F_ALIGN,0F1F440000,,ALIGN,,,4,0,X,x,ALIGN
.text,00400EE8,sub_400ED0,B33,T,0FB606,movzx,movzx_13,eax,byte ptr [rsi],1,3,N,x,movzx_13_x
.text,00400EEB,sub_400ED0,B33,T,31D2,xor,xor_11,edx,edx,1,1,N,x,xor_11_x
.text,00400EED,sub_400ED0,B33,T,31DB,xor,xor_11,ebx,ebx,1,1,N,x,xor_11_x
.text,00400EEF,sub_400ED0,B33,T,84C0,test,test_11,al,al,1,1,N,x,test_11_x
.text,00400EF1,sub_400ED0,B33,T,7437,jz,jz_70,loc_400F2A,,7,0,J,c,jz_70_c
.text,00400EF3,sub_400ED0,B34,T,B940F04000,mov,mov_15,ecx,offset unk_40F040,1,5,N,r_nc,mov_15_r_nc
.text,00400EF8,sub_400ED0,B34,T,4889F2,mov,mov_11,rdx,rsi,1,1,N,x,mov_11_x
.text,00400EFB,sub_400ED0,B34,T,0F1F440000,nop,nop_40,dword ptr [rax+rax+00h],,4,0,N,x,nop_40_x
.text,00400F00,sub_400ED0,B35,T,0FBE31,movsx,movsx_13,esi,byte ptr [rcx],1,3,N,x,movsx_13_x
.text,00400F03,sub_400ED0,B35,T,0FBEC0,movsx,movsx_11,eax,al,1,1,N,x,movsx_11_x
.text,00400F06,sub_400ED0,B35,T,4883C201,add,add_15,rdx,1,1,5,N,x,add_15_x
.text,00400F0A,sub_400ED0,B35,T,4883C101,add,add_15,rcx,1,1,5,N,x,add_15_x
.text,00400F0E,sub_400ED0,B35,T,0FAFC6,imul,imul_11,eax,esi,1,1,N,x,imul_11_x
.text,00400F11,sub_400ED0,B35,T,8D1C18,lea,lea_13,ebx,[rax+rbx],1,3,N,x,lea_13_x
.text,00400F14,sub_400ED0,B35,T,0FB602,movzx,movzx_13,eax,byte ptr [rdx],1,3,N,x,movzx_13_x
.text,00400F17,sub_400ED0,B35,T,8D1C9B,lea,lea_13,ebx,[rbx+rbx*4],1,3,N,x,lea_13_x
.text,00400F1A,sub_400ED0,B35,T,84C0,test,test_11,al,al,1,1,N,x,test_11_x
.text,00400F1C,sub_400ED0,B35,T,75E2,jnz,jnz_70,loc_400F00,,7,0,J,c,jnz_70_c
.text,00400F1E,sub_400ED0,B36,T,8B5708,mov,mov_14,edx,[rdi+8],1,4,N,x,mov_14_x
.text,00400F21,sub_400ED0,B36,T,21DA,and,and_11,edx,ebx,1,1,N,x,and_11_x
.text,00400F23,sub_400ED0,B36,T,4863D2,movsxd,movsxd_11,rdx,edx,1,1,N,x,movsxd_11_x
